title,price_mad,breed,gender,age,height_cm,url,location
"KWPN, Gelding, 5 years, 16 hh, Black",133750,KWPN,Gelding,5.0,,https://www.ehorses.com/kwpn-gelding-5years-16-hh-black-sire-oosterhout/4748060.html,"Oosterhout, NL"
"Westphalian, Mare, 4 years, 15,3 hh, Black",105930,Westphalian,Mare,4.0,,https://www.ehorses.com/westphalian-mare-4years-153-hh-black-dressagehorses-showjumpers-leisurehorses-wachtendonk/4723412.html,"Wachtendonk, DE"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",588500,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,"Coin, ES"
"Oldenburg, Gelding, 7 years, Chestnut-Red",187250,Oldenburg,Gelding,7.0,,https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,"WilnsdorfWilnsdorf, DE"
"Connemara Mix, Gelding, 10 years, 14.2 hh, Grey",105930,Connemara,Gelding,10.0,,https://www.ehorses.com/connemara-gelding-10years-14-2-hh-grey-showjumpers-leisurehorses-dressagehorses-wachtendonk/4737452.html,"Wachtendonk, DE"
"Holstein, Mare, 14 years, 16 hh, Smoky-Black",95230,Holsteiner,Mare,14.0,,https://www.ehorses.com/holstein-mare-14years-16-hh-smoky-black-showjumpers-leisurehorses-dressagehorses-wachtendonk/4747107.html,"Wachtendonk, DE"
"Hanoverian, Mare, 6 years, 16 hh, Bay-Dark",133750,Hanoverian,Mare,6.0,,https://www.ehorses.com/hanoverian-mare-6years-16-hh-bay-dark-dressagehorses-showjumpers-showhunter-leisurehorses-kempen/4721595.html,"Kempen, DE"
"KWPN, Gelding, 5 years, 16 hh",267500,KWPN,Gelding,5.0,,https://www.ehorses.com/kwpn-gelding-5years-16-hh-showjumpers-schladming/4498498.html,"Schladming, AT"
"Hanoverian, Gelding, 12 years, 17 hh, Grey",149800,Hanoverian,Gelding,12.0,,https://www.ehorses.com/hanoverian-gelding-12years-17-hh-grey-showjumpers-hunter-leisurehorses-dressagehorses-heinsberg/4739325.html,"Heinsberg, DE"
"PRE, Stallion, 4 years, 16 hh, Grey-Dapple",64199,Andalusian,Stallion,4.0,,https://www.ehorses.com/pre-stallion-4years-16-hh-grey-dapple-working-equitation-horses-doma-vaquera-gaitedhorses-baroquehorses-saguntsagunto/4231893.html,"Sagunt/Sagunto, ES"
"Hanoverian, Gelding, 5 years, 16.3 hh, Brown",235399,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-16-3-hh-brown-dressagehorses-burscheid/4728705.html,"Burscheid, DE"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",187250,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-eventinghorses-tiddische/4520626.html,"Tiddische, DE"
"PRE Mix, Stallion, 3 years, 15.3 hh, Buckskin",101650,Andalusian,Stallion,3.0,,https://www.ehorses.com/pre-stallion-3years-15-3-hh-buckskin-leisurehorses-working-equitation-horses-logrono/4748445.html,"Logroño, ES"
"Hanoverian, Gelding, 4 years, 16 hh, Chestnut-Red",588500,Hanoverian,Gelding,4.0,,https://www.ehorses.com/hanoverian-gelding-4years-16-hh-chestnut-red-dressagehorses-working-equitation-horses-coin/4735214.html,"Coin, ES"
"Oldenburg, Gelding, 7 years, Chestnut-Red",187250,Oldenburg,Gelding,7.0,,https://www.ehorses.com/oldenburg-gelding-7years-chestnut-red-dressagehorses-wilnsdorfwilnsdorf/4532452.html,"WilnsdorfWilnsdorf, DE"
"Oldenburg-International (OS), Mare, 12 years, 15.2 hh, Brown",208650,Oldenburg,Mare,12.0,,https://www.ehorses.com/oldenburg-international-os-mare-12years-15-2-hh-brown-showjumpers-breedinghorses-werlte/4620429.html,"Werlte, DE"
"KWPN, Mare, 6 years, 16.2 hh, Brown",588500,KWPN,Mare,6.0,,https://www.ehorses.com/kwpn-mare-6years-16-2-hh-brown-dressagehorses-joure/4748378.html,"Joure, NL"
"German Riding Pony, Gelding, 5 years, 14.1 hh, Brown",187250,Pony,Gelding,5.0,,https://www.ehorses.com/german-riding-pony-gelding-5years-14-1-hh-brown-dressagehorses-showjumpers-showhunter-leisurehorses-frelsdorf/4748355.html,"Frelsdorf, DE"
"Hanoverian Mix, Mare, 1 year, 16 hh, Brown",80250,Hanoverian,Mare,,,https://www.ehorses.com/hanoverian-mare-1year-16-hh-brown-dressagehorses-breedinghorses-leisurehorses-generac/4748357.html,"Générac, FR"
"Westphalian, Mare, 6 years, 16.1 hh, Black",251449,Westphalian,Mare,6.0,,https://www.ehorses.com/westphalian-mare-6years-16-1-hh-black-dressagehorses-breedinghorses-leisurehorses-bad-woerishofen/4748347.html,"Bad Wörishofen, DE"
"Lusitano Mix, Mare, 1 year, 15.2 hh, Black",80250,Lusitano,Mare,,,https://www.ehorses.com/lusitano-mare-1year-15-2-hh-black-dressagehorses-working-equitation-horses-showhorses-leisurehorses-generac/4748345.html,"Générac, FR"
"Westphalian, Gelding, 10 years, 17.1 hh, Smoky-Black",588500,Westphalian,Gelding,10.0,,https://www.ehorses.com/westphalian-gelding-10years-17-1-hh-smoky-black-showjumpers-showhunter-dressagehorses-mainburg/4732307.html,"Mainburg, DE"
"Holstein, Mare, 6 years, 16 hh, Brown",321000,Holsteiner,Mare,6.0,,https://www.ehorses.com/holstein-mare-6years-16-hh-brown-showjumpers-breedinghorses-leisurehorses-dressagehorses-lohne-oldenburg/4577366.html,"Lohne (Oldenburg), DE"
"Oldenburg-International (OS), Mare, 5 years, 16.1 hh, Bay-Dark",133750,Oldenburg,Mare,5.0,,https://www.ehorses.com/oldenburg-international-os-mare-5years-16-1-hh-bay-dark-showjumpers-breedinghorses-leisurehorses-dressagehorses-lohne-oldenburg/4680850.html,"Lohne (Oldenburg), DE"
"Oldenburg-International (OS), Mare, 6 years, 15.3 hh, Bay-Dark",321000,Oldenburg,Mare,6.0,,https://www.ehorses.com/oldenburg-international-os-mare-6years-15-3-hh-bay-dark-showjumpers-breedinghorses-showhunter-dressagehorses-lohne-oldenburg/4680863.html,"Lohne (Oldenburg), DE"
"Hanoverian, Mare, 7 years, 16.2 hh, Black",80250,Hanoverian,Mare,7.0,,https://www.ehorses.com/hanoverian-mare-7years-16-2-hh-black-dressagehorses-breedinghorses-leisurehorses-gifhorn/4612530.html,"Gifhorn, DE"
"Oldenburg, Gelding, 6 years, 17 hh, Bay-Dark",588500,Oldenburg,Gelding,6.0,,https://www.ehorses.com/oldenburg-gelding-6years-17-hh-bay-dark-dressagehorses-juechen/4745405.html,"Jüchen, DE"
"KWPN, Stallion, 1 year, 12.2 hh, Smoky-Black",48150,KWPN,Stallion,,,https://www.ehorses.com/kwpn-stallion-1year-12-2-hh-smoky-black-dressagehorses-issum/4719437.html,"Issum, DE"
"German Riding Pony, Mare, 5 years, 14,1 hh, Chestnut-Red",50825,Pony,Mare,5.0,,https://www.ehorses.com/german-riding-pony-mare-5years-141-hh-chestnut-red-dressagehorses-breedinghorses-showjumpers-leisurehorses-extertal/4734583.html,"Extertal, DE"
"Lusitano, Stallion, 6 years, 15,3 hh, Grey",321000,Lusitano,Stallion,6.0,,https://www.ehorses.com/lusitano-stallion-6years-153-hh-grey-dressagehorses-navas-del-madrono/4668017.html,"Navas Del Madroño, ES"
"Oldenburg, Gelding, 3 years, 16,1 hh, Brown",53500,Oldenburg,Gelding,3.0,,https://www.ehorses.com/oldenburg-gelding-3years-161-hh-brown-dressagehorses-damme/4520158.html,"Damme, DE"
"Thoroughbred, Mare, 17 years, 17 hh, Bay",65650,Thoroughbred,Mare,17.0,,https://www.ehorses.com/thoroughbred-mare-17years-17-hh-bay-trailhorses-english-pleasure-showjumpers-dressagehorses-fort-collins-co/4463752.html,"Fort Collins, CO, US"
"Anglo European Studbook, Stallion, 5 years, 16,1 hh, Chestnut",80250,Anglo-Arabian,Stallion,5.0,,https://www.ehorses.com/anglo-european-studbook-stallion-5years-161-hh-chestnut-showjumpers-showhunter-bekescsaba/4416869.html,"Békéscsaba, HU"
"Shetland Ponies, Stallion, 1 year, 8,1 hh, Chestnut-Red",8560,Shetland,Stallion,,,https://www.ehorses.com/shetland-ponies-stallion-1year-81-hh-chestnut-red-cowhorses-issum/4719446.html,"Issum, DE"
"Other Thoroughbred Breeds, Mare, 7 years, 15,2 hh, Grey-Fleabitten",49220,Thoroughbred,Mare,7.0,,https://www.ehorses.com/other-thoroughbred-breeds-mare-7years-152-hh-grey-fleabitten-endurancehorses-issum/4720046.html,"Issum, DE"
"Hanoverian, Gelding, 3 years, 16,2 hh, Brown",112349,Hanoverian,Gelding,3.0,,https://www.ehorses.com/hanoverian-gelding-3years-162-hh-brown-dressagehorses-isernhagen/4707200.html,"Isernhagen, DE"
"Hanoverian, Mare, 6 years, 16,1 hh, Bay-Dark",267500,Hanoverian,Mare,6.0,,https://www.ehorses.com/hanoverian-mare-6years-161-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-isernhagen/4707121.html,"Isernhagen, DE"
"Anglo European Studbook, Mare, 7 years, 15,3 hh, Brown",627000,Anglo-Arabian,Mare,7.0,,https://www.ehorses.com/anglo-european-studbook-mare-7years-153-hh-brown-showjumpers-gossau-sg/4748183.html,"Gossau SG, CH"
"Lusitano, Stallion, 8 years, 15,2 hh, Grey",535000,Lusitano,Stallion,8.0,,https://www.ehorses.com/lusitano-stallion-8years-152-hh-grey-dressagehorses-working-equitation-horses-baroquehorses-breedinghorses-sanlucar-de-barrameda/4748160.html,"Sanlucar De Barrameda, ES"
"Oldenburg, Mare, 4 years, Bay-Dark",16049,Oldenburg,Mare,4.0,,https://www.ehorses.com/oldenburg-mare-4years-bay-dark-leisurehorses-fuldabrueck/4748071.html,"Fuldabrück, DE"
"Lusitano Mix, Gelding, 12 years, 14,3 hh, Dun",77040,Lusitano,Gelding,12.0,,https://www.ehorses.com/lusitano-gelding-12years-143-hh-dun-leisurehorses-working-equitation-horses-carriagehorses-jerez-de-la-frontera/4748026.html,"Jerez de la Frontera, ES"
"German Riding Pony, Gelding, 3 years, 14,3 hh, Dun",64199,Pony,Gelding,3.0,,https://www.ehorses.com/german-riding-pony-gelding-3years-143-hh-dun-dressagehorses-marsberg/4738788.html,"Marsberg, DE"
"Lusitano, Mare, 5 years, 15,2 hh, Grey",214000,Lusitano,Mare,5.0,,https://www.ehorses.com/lusitano-mare-5years-152-hh-grey-dressagehorses-equitation-portugesa-working-equitation-horses-blankenberge/4722607.html,"Blankenberge, BE"
"German Riding Pony, Gelding, 4 years, 14,2 hh, Palomino",234329,Pony,Gelding,4.0,,https://www.ehorses.com/german-riding-pony-gelding-4years-142-hh-palomino-dressagehorses-showjumpers-leisurehorses-kempen/4710517.html,"Kempen, DE"
"PRE Mix, Mare, 3 years, 16,2 hh, Grey",80250,Andalusian,Mare,3.0,,https://www.ehorses.com/pre-mare-3years-162-hh-grey-dressagehorses-showjumpers-el-catllar/4053347.html,"El Catllar, ES"
"PRE Mix, Stallion, 15 years, 15,2 hh, White",321000,Andalusian,Stallion,15.0,,https://www.ehorses.com/pre-stallion-15years-152-hh-white-dressagehorses-bas-rhin/4739586.html,"Bas Rhin, FR"
"KWPN, Gelding, 14 years, 16,2 hh, Bay",909499,KWPN,Gelding,14.0,,https://www.ehorses.com/kwpn-gelding-14years-162-hh-bay-dressagehorses-mol/4642387.html,"Mol, BE"
"Westphalian, Mare, 1 year, 16 hh, Bay-Dark",80250,Westphalian,Mare,,,https://www.ehorses.com/westphalian-mare-1year-16-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-siegen/4506785.html,"Siegen, DE"
"Oldenburg, Gelding, 6 years, 17,1 hh, Bay-Dark",321000,Oldenburg,Gelding,6.0,,https://www.ehorses.com/oldenburg-gelding-6years-171-hh-bay-dark-dressagehorses-working-equitation-horses-leisurehorses-siegen/4687462.html,"Siegen, DE"
"Connemara, Gelding, 5 years, 14,3 hh, Grey",108800,Connemara,Gelding,5.0,,https://www.ehorses.com/connemara-gelding-5years-143-hh-grey-eventinghorses-showjumpers-leisurehorses-dressagehorses-mountrath/4681744.html,"Mountrath, IE"
"PRE, Stallion, 9 years, 15,2 hh",909499,Andalusian,Stallion,9.0,,https://www.ehorses.com/pre-stallion-9years-152-hh-dressagehorses-vinkeveen/4361834.html,"Vinkeveen, NL"
"PRE Mix, Gelding, 6 years, 17 hh",909499,Andalusian,Gelding,6.0,,https://www.ehorses.com/pre-gelding-6years-17-hh-dressagehorses-vinkeveen/4482824.html,"Vinkeveen, NL"
"PRE Mix, Stallion, 7 years, 16,2 hh",588500,Andalusian,Stallion,7.0,,https://www.ehorses.com/pre-stallion-7years-162-hh-dressagehorses-vinkeveen/4482841.html,"Vinkeveen, NL"
"PRE, Stallion, 4 years, 14,2 hh, Buckskin",80250,Andalusian,Stallion,4.0,,https://www.ehorses.com/pre-stallion-4years-142-hh-buckskin-leisurehorses-baroquehorses-dressagehorses-vejer-de-la-frontera/4730490.html,"Vejer de la Frontera, DE"
"Lusitano, Gelding, 6 years, 15,2 hh, Bay-Dark",80250,Lusitano,Gelding,6.0,,https://www.ehorses.com/lusitano-gelding-6years-152-hh-bay-dark-working-equitation-horses-leisurehorses-vejer-de-la-frontera/4730464.html,"Vejer de la Frontera, ES"
"KWPN, Mare, 15 years, 16,2 hh, Brown",85600,KWPN,Mare,15.0,,https://www.ehorses.com/kwpn-mare-15years-162-hh-brown-dressagehorses-breedinghorses-manche/4748032.html,"Manche, FR"
"Anglo European Studbook, Gelding, 5 years, 15,3 hh, Grey",588500,Anglo-Arabian,Gelding,5.0,,https://www.ehorses.com/anglo-european-studbook-gelding-5years-153-hh-grey-showjumpers-endurancehorses-showhunter-leisurehorses-pia/4725624.html,"Piła, PL"
"Hanoverian, Mare, 6 years, 16 hh, Chestnut-Red",588500,Hanoverian,Mare,6.0,,https://www.ehorses.com/hanoverian-mare-6years-16-hh-chestnut-red-dressagehorses-breedinghorses-leisurehorses-muenster/4700638.html,"Münster, DE"
"Oldenburg, Gelding, 5 years, 16,1 hh, Black",321000,Oldenburg,Gelding,5.0,,https://www.ehorses.com/oldenburg-gelding-5years-161-hh-black-dressagehorses-leisurehorses-muenster/4700657.html,"Münster, DE"
"Holstein, Gelding, 9 years, 16,3 hh, Brown",588500,Holsteiner,Gelding,9.0,,https://www.ehorses.com/holstein-gelding-9years-163-hh-brown-showjumpers-dressagehorses-gadow/4748001.html,"Gadow, DE"
"Oldenburg, Gelding, 9 years, 17 hh, Black",428000,Oldenburg,Gelding,9.0,,https://www.ehorses.com/oldenburg-gelding-9years-17-hh-black-dressagehorses-leisurehorses-ahrensburg/4711528.html,"Ahrensburg, DE"
"Andalusian, Stallion, 7 years, 15,3 hh, Bay-Dark",518949,Andalusian,Stallion,7.0,,https://www.ehorses.com/andalusian-stallion-7years-153-hh-bay-dark-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-ermelo/4737525.html,"Ermelo, NL"
"Lusitano, Stallion, 9 years, 16 hh, Cremello",476149,Lusitano,Stallion,9.0,,https://www.ehorses.com/lusitano-stallion-9years-16-hh-cremello-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-ermelo/4731727.html,"Ermelo, NL"
"Andalusian, Stallion, 10 years, 16,1 hh, Grey-Dapple",476149,Andalusian,Stallion,10.0,,https://www.ehorses.com/andalusian-stallion-10years-161-hh-grey-dapple-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-ermelo/4730033.html,"Ermelo, NL"
"Hanoverian, Mare, 4 years, 16,1 hh, Brown",251449,Hanoverian,Mare,4.0,,https://www.ehorses.com/hanoverian-mare-4years-161-hh-brown-dressagehorses-scheessel/4747982.html,"Scheeßel, DE"
"KWPN, Gelding, 6 years, 16 hh, Brown",428000,KWPN,Gelding,6.0,,https://www.ehorses.com/kwpn-gelding-6years-16-hh-brown-dressagehorses-gieten/4207870.html,"Gieten, NL"
"Hispano Arabian, Stallion, 14 years, 15,2 hh, Palomino",133750,Arabian,Stallion,14.0,,https://www.ehorses.com/hispano-arabian-stallion-14years-152-hh-palomino-leisurehorses-working-equitation-horses-breedinghorses-dressagehorses-hamburg/4670848.html,"Hamburg, DE"
"Hanoverian, Mare, 5 years, 16,1 hh, Brown",197950,Hanoverian,Mare,5.0,,https://www.ehorses.com/hanoverian-mare-5years-161-hh-brown-dressagehorses-stoetze/4683169.html,"Stoetze, DE"
"PRE Mix, Stallion, 6 years, 16 hh, Brown",187250,Andalusian,Stallion,6.0,,https://www.ehorses.com/pre-stallion-6years-16-hh-brown-dressagehorses-doma-vaquera-working-equitation-horses-leisurehorses-calanas/4747956.html,"Calañas, ES"
"Westphalian, Gelding, 10 years, 17 hh, Brown",85600,Westphalian,Gelding,10.0,,https://www.ehorses.com/westphalian-gelding-10years-17-hh-brown-showjumpers-creteil/4747919.html,"Créteil, FR"
"Oldenburg, Mare, 15 years, 16,1 hh, Brown",90950,Oldenburg,Mare,15.0,,https://www.ehorses.com/oldenburg-mare-15years-161-hh-brown-dressagehorses-breedinghorses-leisurehorses-sankt-peter-am-kammersberg/4747955.html,"Sankt Peter am Kammersberg, AT"
"Oldenburg, Mare, 6 years, 16,1 hh, Grey-Dapple",267500,Oldenburg,Mare,6.0,,https://www.ehorses.com/oldenburg-mare-6years-161-hh-grey-dapple-eventinghorses-showjumpers-leisurehorses-dressagehorses-griesheim/4747954.html,"Griesheim, DE"
"PRE Mix, Stallion, 5 years, 15,2 hh, Grey-Dapple",133750,Andalusian,Stallion,5.0,,https://www.ehorses.com/pre-stallion-5years-152-hh-grey-dapple-baroquehorses-doma-vaquera-leisurehorses-dressagehorses-sevilla/4695122.html,"Sevilla, ES"
"Anglo-Arab, Mare, 6 years, 15,2 hh, Pinto",133750,Anglo-Arabian,Mare,6.0,,https://www.ehorses.com/anglo-arab-mare-6years-152-hh-pinto-leisurehorses-sevilla/4720242.html,"Sevilla, ES"
"Hanoverian, Gelding, 5 years, 16,2 hh, Grey-Dapple",128399,Hanoverian,Gelding,5.0,,https://www.ehorses.com/hanoverian-gelding-5years-162-hh-grey-dapple-showjumpers-verden-aller/4747704.html,"Verden (Aller), DE"
"Oldenburg-International (OS), Mare, 10 years, Bay",631300,Oldenburg,Mare,10.0,,https://www.ehorses.com/oldenburg-international-os-mare-10years-bay-showjumpers-budapest/4747660.html,"Budapest, HU"
"Oldenburg-International (OS), Mare, 10 years, Bay",631300,Oldenburg,Mare,10.0,,https://www.ehorses.com/oldenburg-international-os-mare-10years-bay-showjumpers-budapest/4747687.html,"Budapest, HU"
"Hanoverian, Stallion, 1 year, 16,1 hh, Brown",48150,Hanoverian,Stallion,,,https://www.ehorses.com/hanoverian-stallion-1year-161-hh-brown-dressagehorses-eventinghorses-winsen-luhe/4547530.html,"Winsen (Luhe), DE"
"PRE, Stallion, 9 years, 15,2 hh, Grey-Dapple",321000,Andalusian,Stallion,9.0,,https://www.ehorses.com/pre-stallion-9years-152-hh-grey-dapple-dressagehorses-showhorses-baroquehorses-leisurehorses-wien/3415681.html,"Wien, AT"
"Friesian horses, Gelding, 7 years, 15,3 hh, Black",227250,Friesian,Gelding,7.0,,https://www.ehorses.com/friesian-horses-gelding-7years-153-hh-black-ranch-riding-horses-trailhorses-mount-vernon/4251554.html,"Mount Vernon, US"
"Holstein, Mare, 3 years, 16 hh, Bay-Dark",85600,Holsteiner,Mare,3.0,,https://www.ehorses.com/holstein-mare-3years-16-hh-bay-dark-showjumpers-breedinghorses-eventinghorses-leisurehorses-goch/4701725.html,"Goch, DE"
"Oldenburg, Mare, 19 years, 16,3 hh, Chestnut-Red",5350,Oldenburg,Mare,19.0,,https://www.ehorses.com/oldenburg-mare-19years-163-hh-chestnut-red-breedinghorses-gleiming/4496871.html,"Gleiming, AT"
"PRE Mix, Stallion, 6 years, 16 hh, Bay-Dark",187250,Andalusian,Stallion,6.0,,https://www.ehorses.com/pre-stallion-6years-16-hh-bay-dark-dressagehorses-leisurehorses-carriagehorses-alicante/4410631.html,"ALICANTE, ES"
"German Riding Pony, Stallion, 21 years, 14,3 hh, Smoky-Black",29959,Pony,Stallion,21.0,,https://www.ehorses.com/german-riding-pony-stallion-21years-143-hh-smoky-black-dressagehorses-leisurehorses-sire-wildeshausen/4649185.html,"Wildeshausen, DE"
"Hanoverian, Mare, 8 years, 16,1 hh, Brown",321000,Hanoverian,Mare,8.0,,https://www.ehorses.com/hanoverian-mare-8years-161-hh-brown-dressagehorses-frankfurt-am-main/4063043.html,"Frankfurt am Main, DE"
"Westphalian, Gelding, 7 years, 16,1 hh, Chestnut-Red",588500,Westphalian,Gelding,7.0,,https://www.ehorses.com/westphalian-gelding-7years-161-hh-chestnut-red-dressagehorses-frankfurt-am-main/4064413.html,"Frankfurt am Main, DE"
"Westphalian, Gelding, 8 years, 16,1 hh, Brown",321000,Westphalian,Gelding,8.0,,https://www.ehorses.com/westphalian-gelding-8years-161-hh-brown-dressagehorses-frankfurt-am-main/4064524.html,"Frankfurt am Main, DE"
"Westphalian, Gelding, 6 years, 17 hh, Black",588500,Westphalian,Gelding,6.0,,https://www.ehorses.com/westphalian-gelding-6years-17-hh-black-dressagehorses-working-equitation-horses-leisurehorses-herbstein/4747771.html,"Herbstein, DE"
"Thoroughbred, Mare, 9 years, 16 hh, Brown",40125,Thoroughbred,Mare,9.0,,https://www.ehorses.com/thoroughbred-mare-9years-16-hh-brown-breedinghorses-sint-maarten/4692820.html,"Sint Maarten, NL"
"Westphalian, Stallion, 1 year, 16,2 hh, Brown",80250,Westphalian,Stallion,,,https://www.ehorses.com/westphalian-stallion-1year-162-hh-brown-showjumpers-schwerte/4542826.html,"Schwerte, DE"
"KWPN, Gelding, 3 years, 16,1 hh, Black",80250,KWPN,Gelding,3.0,,https://www.ehorses.com/kwpn-gelding-3years-161-hh-black-dressagehorses-moergestel/4747752.html,"Moergestel, NL"
"Hanoverian, Gelding, 9 years, 16,2 hh, Smoky-Black",160500,Hanoverian,Gelding,9.0,,https://www.ehorses.com/hanoverian-gelding-9years-162-hh-smoky-black-showjumpers-leisurehorses-dressagehorses-leipzig/4736789.html,"Leipzig, DE"
"Holstein, Stallion, 3 years, 16,1 hh, Brown",187250,Holsteiner,Stallion,3.0,,https://www.ehorses.com/holstein-stallion-3years-161-hh-brown-showjumpers-eventinghorses-showhunter-bargenstedt/4726907.html,"Bargenstedt, DE"
"Shagya Arabian, Gelding, 16 years, 14,2 hh, Brown",5350,Arabian,Gelding,16.0,,https://www.ehorses.com/shagya-arabian-gelding-16years-142-hh-brown-leisurehorses-neuhaus-in-der-wart/4700461.html,"Neuhaus in der Wart, AT"
"Lusitano, Gelding, 7 years, 16,1 hh, Bay",235399,Lusitano,Gelding,7.0,,https://www.ehorses.com/lusitano-gelding-7years-161-hh-bay-working-equitation-horses-dressagehorses-poniawy-bramura/4740022.html,"Płoniawy Bramura, PL"
"Oldenburg-International (OS), Stallion, 1 year, Brown",74900,Oldenburg,Stallion,,,https://www.ehorses.com/oldenburg-international-os-stallion-1year-brown-showjumpers-cloppenburg/4608241.html,"Cloppenburg, DE"
"PRE, Gelding, 4 years, 17,2 hh, Brown",187250,Andalusian,Gelding,4.0,,https://www.ehorses.com/pre-gelding-4years-172-hh-brown-baroquehorses-breedinghorses-arjona/4694006.html,"Arjona, ES"
"PRE, Mare, 2 years, 15,1 hh, Dun",80250,Andalusian,Mare,2.0,,https://www.ehorses.com/pre-mare-2years-151-hh-dun-breedinghorses-arjona/4694148.html,"Arjona, ES"
"Hanoverian, Mare, 5 years, 16,1 hh, Bay-Dark",321000,Hanoverian,Mare,5.0,,https://www.ehorses.com/hanoverian-mare-5years-161-hh-bay-dark-dressagehorses-breedinghorses-leisurehorses-meinhard/4719836.html,"Meinhard, DE"
"KWPN, Gelding, 5 years, 16,2 hh, Bay-Dark",133750,KWPN,Gelding,5.0,,https://www.ehorses.com/kwpn-gelding-5years-162-hh-bay-dark-dressagehorses-leisurehorses-grieselstein/4742810.html,"Grieselstein, AT"
"Holstein, Gelding, 12 years, Brown",406600,Holsteiner,Gelding,12.0,,https://www.ehorses.com/holstein-gelding-12years-brown-showjumpers-gundelfingen-an-der-donau/4747661.html,"Gundelfingen an der Donau, DE"
"PRE, Stallion, 2 years, 16,1 hh, Bay-Dark",128399,Andalusian,Stallion,2.0,,https://www.ehorses.com/pre-stallion-2years-161-hh-bay-dark-dressagehorses-gaitedhorses-segovia/4741605.html,"Segovia, ES"
"PRE, Gelding, 11 years, 15,3 hh, Bay-Dark",53500,Andalusian,Gelding,11.0,,https://www.ehorses.com/pre-gelding-11years-153-hh-bay-dark-dressagehorses-villanueva-de-la-concepcion/4742582.html,"Villanueva de la Concepción, ES"
"PRE, Gelding, 8 years, 16,2 hh, Bay-Dark",133750,Andalusian,Gelding,8.0,,https://www.ehorses.com/pre-gelding-8years-162-hh-bay-dark-dressagehorses-campo-de-camara-almogia/4742528.html,"Campo De Camara (Almogia), ES"
"Haflinger Mix, Mare, 18 years, 14,2 hh",17120,Haflinger,Mare,18.0,,https://www.ehorses.com/haflinger-mare-18years-142-hh-leisurehorses-oettingen-in-bayern/4715471.html,"Oettingen in Bayern, DE"
"Hanoverian, Mare, 8 years, 16,1 hh, Black",32099,Hanoverian,Mare,8.0,,https://www.ehorses.com/hanoverian-mare-8years-161-hh-black-showjumpers-friedeburg-reepsholt-hoheesche/4744627.html,"Friedeburg Reepsholt, Hoheesche, DE"
"Andalusian, Stallion, 6 years, 16 hh, Grey-Dapple",251449,Andalusian,Stallion,6.0,,https://www.ehorses.com/andalusian-stallion-6years-16-hh-grey-dapple-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-ermelo/4746585.html,"Ermelo, NL"
"KWPN, Gelding, 4 years, 17,1 hh, Brown",133750,KWPN,Gelding,4.0,,https://www.ehorses.com/kwpn-gelding-4years-171-hh-brown-dressagehorses-oosterhout/4747147.html,"Oosterhout, NL"
"Connemara, Mare, 16 years, 14,3 hh, Grey",80250,Connemara,Mare,16.0,,https://www.ehorses.com/connemara-mare-16years-143-hh-grey-leisurehorses-westernhorses-waldshut-tiengen/4262914.html,"Waldshut-Tiengen, DE"
"PRE Mix, Stallion, 6 years, 16 hh, Bay",187250,Andalusian,Stallion,6.0,,https://www.ehorses.com/pre-stallion-6years-16-hh-bay-dressagehorses-leisurehorses-caceres/4517525.html,"Caceres, ES"
"Arabian Partbred, Stallion, 12 years, 15 hh, Pinto",40125,Arabian,Stallion,12.0,,https://www.ehorses.com/arabian-partbred-stallion-12years-15-hh-pinto-endurancehorses-leisurehorses-rot-an-der-rot/4620764.html,"Rot an der Rot, DE"
"Andalusian, Stallion, 5 years, 16 hh, Brown",90950,Andalusian,Stallion,5.0,,https://www.ehorses.com/andalusian-stallion-5years-16-hh-brown-dressagehorses-working-equitation-horses-trailhorses-leisurehorses-ermelo/4747255.html,"Ermelo, NL"
"German Riding Pony, Mare, 3 years, 14 hh, Chestnut-Red",38520,Pony,Mare,3.0,,https://www.ehorses.com/german-riding-pony-mare-3years-14-hh-chestnut-red-dressagehorses-showjumpers-carriagehorses-erkelenz/4747495.html,"Erkelenz, DE"
"Andalusian, Stallion, 5 years, 15,2 hh, Black",160500,Andalusian,Stallion,5.0,,https://www.ehorses.com/andalusian-stallion-5years-152-hh-black-dressagehorses-working-equitation-horses-baroquehorses-leisurehorses-ermelo/4747551.html,"Ermelo, NL"
"Holstein, Gelding, 13 years, 16,1 hh, Grey-Fleabitten",331700,Holsteiner,Gelding,13.0,,https://www.ehorses.com/holstein-gelding-13years-161-hh-grey-fleabitten-showjumpers-schmilau/4401259.html,"Schmilau, DE"
